Record_ID,Supply_Date,Zone,Distribution_Station,Water_Source,Supply_Volume_Liters,Consumption_Liters,Water_Loss_Liters,Pressure_PSI,Pipeline_ID,Leakage_Events,Water_Quality,PH_Value,Turbidity_NTU,Consumer_Count,Maintenance_Cost,System_Status
2840,2026-03-19,North,DS18,TreatmentPlant,64482.89,48372.14,16110.75,28.6,P729,5,Moderate,6.86,5.38,4143,92218.17,Normal
2841,2026-05-21,West,DS9,TreatmentPlant,150871.15,98897.33,51973.82,38.7,P419,4,Good,8.19,6.74,4212,91238.23,Normal
2842,2026-01-17,South,DS5,Reservoir,46614.74,31185.75,15428.99,27.5,P966,0,Poor,8.0,6.54,4287,47828.15,Leakage
2843,2026-02-28,East,DS23,Reservoir,155204.84,134196.49,21008.35,60.8,P244,2,Excellent,7.94,5.23,3397,19454.26,Normal
2844,2026-01-07,West,DS6,River,23331.53,20344.72,2986.81,55.4,P112,2,Good,7.06,1.0,4240,91016.22,Maintenance
2845,2026-02-23,Central,DS26,TreatmentPlant,27014.76,19206.18,7808.58,75.2,P662,1,Poor,7.3,0.44,3963,18826.94,Normal
2846,2026-04-12,North,DS29,River,174180.14,169103.74,5076.4,21.8,P768,1,Moderate,7.45,1.97,1188,94630.23,Normal
2847,2026-03-15,East,DS8,TreatmentPlant,174168.6,149974.43,24194.17,59.1,P924,0,Excellent,7.19,7.41,3480,52470.34,Critical
2848,2026-05-08,East,DS14,Reservoir,35310.02,24040.55,11269.47,33.3,P857,1,Poor,7.01,6.97,1183,23499.42,Normal
2849,2026-02-24,West,DS26,Reservoir,139677.3,103739.75,35937.55,25.2,P234,1,Poor,6.95,8.34,1290,71405.46,Normal
2850,2026-05-06,Central,DS24,Groundwater,142122.02,99847.8,42274.22,66.3,P190,0,Excellent,7.51,9.27,4105,69147.33,Maintenance
2851,2026-03-05,North,DS13,River,32403.82,22638.22,9765.6,26.8,P761,3,Poor,7.2,2.99,3684,43848.47,Normal
2852,2026-02-15,East,DS13,River,142664.19,133539.54,9124.65,48.5,P121,3,Moderate,8.16,0.2,2951,10623.68,Maintenance
2853,2026-03-18,Central,DS8,River,152511.27,132122.5,20388.77,73.9,P324,1,Excellent,6.81,7.77,3102,20558.46,Normal
2854,2026-06-26,Central,DS7,Groundwater,190980.92,125211.41,65769.51,77.6,P836,2,Good,8.35,3.29,1234,87796.45,Normal
2855,2026-03-24,West,DS2,River,104393.1,94361.77,10031.33,62.2,P744,4,Excellent,7.76,1.09,1309,63246.3,Normal
2856,2026-03-10,South,DS1,Reservoir,78761.52,53441.07,25320.45,47.7,P644,2,Moderate,8.22,1.88,1897,84441.39,Normal
2857,2026-04-02,West,DS8,Reservoir,149548.49,99399.21,50149.28,24.1,P474,0,Good,6.57,9.71,4491,58626.11,Normal
2858,2026-05-08,West,DS12,River,88056.62,75537.91,12518.71,69.2,P331,4,Excellent,8.01,9.91,1249,39385.66,Normal
2859,2026-04-10,South,DS11,Groundwater,196140.57,133855.64,62284.93,50.2,P242,5,Moderate,7.0,3.19,2378,17293.07,Normal
2860,2026-06-19,West,DS22,Reservoir,149023.57,143027.65,5995.92,70.5,P147,4,Poor,6.71,3.39,2931,47557.27,Normal
2861,2026-04-08,Central,DS29,Groundwater,134958.36,128952.98,6005.38,38.3,P819,0,Poor,7.08,6.09,4545,73798.54,Normal
2862,2026-02-13,South,DS29,TreatmentPlant,13796.02,10585.19,3210.83,49.9,P945,2,Poor,7.61,7.99,2426,41256.87,Normal
2863,2026-05-28,South,DS21,Groundwater,78295.13,67783.47,10511.66,42.6,P311,4,Poor,8.04,5.88,1471,22762.74,Normal
2864,2026-05-16,West,DS7,Groundwater,100101.25,73559.1,26542.15,33.3,P586,5,Poor,6.86,1.31,2615,64878.06,Normal
2865,2026-06-28,East,DS10,River,135204.82,107444.9,27759.92,78.0,P437,3,Poor,7.97,9.17,1613,20018.14,Normal
2866,2026-03-02,West,DS23,Reservoir,19798.54,12997.35,6801.19,31.3,P299,2,Poor,8.33,8.04,3413,94092.46,Normal
2867,2026-02-04,North,DS13,River,91320.79,79241.72,12079.07,61.1,P129,1,Poor,7.22,5.29,1403,80257.05,Normal
2868,2026-04-10,Central,DS21,TreatmentPlant,41259.77,37522.31,3737.46,50.0,P261,2,Excellent,8.5,8.77,3731,90839.81,Maintenance
2869,2026-05-13,East,DS28,Groundwater,184112.34,154397.04,29715.3,47.1,P900,4,Moderate,7.01,1.46,1532,52434.28,Maintenance
2870,2026-06-01,South,DS18,TreatmentPlant,42150.43,32716.9,9433.53,33.6,P365,2,Good,7.33,0.5,849,98536.9,Normal
2871,2026-02-23,Central,DS30,Reservoir,20314.0,19293.74,1020.26,72.0,P169,5,Excellent,6.96,1.44,1548,11829.38,Normal
2872,2026-05-04,South,DS15,Reservoir,186862.49,178579.48,8283.01,60.9,P452,3,Excellent,7.03,7.24,609,88518.4,Normal
2873,2026-03-29,West,DS12,River,34868.66,24595.4,10273.26,43.3,P721,5,Poor,6.71,9.57,1880,95476.44,Normal
2874,2026-06-15,Central,DS2,Reservoir,79174.54,75996.83,3177.71,44.9,P786,1,Good,7.01,7.22,2235,22458.95,Leakage
2875,2026-01-14,West,DS27,TreatmentPlant,145606.51,112713.21,32893.3,50.9,P366,1,Poor,6.69,5.65,4786,83023.95,Maintenance
2876,2026-01-12,West,DS8,TreatmentPlant,40773.51,30483.92,10289.59,37.7,P330,5,Excellent,7.45,7.5,585,54242.22,Leakage
2877,2026-03-18,South,DS27,Reservoir,57255.22,49543.66,7711.56,41.7,P265,0,Moderate,8.49,9.44,4271,13975.65,Normal
2878,2026-02-03,East,DS2,Reservoir,47374.95,43533.36,3841.59,41.7,P720,3,Moderate,6.87,9.18,2734,93911.23,Normal
2879,2026-03-21,West,DS18,River,159369.17,143430.42,15938.75,76.2,P870,4,Excellent,7.65,9.82,4795,56986.52,Normal
2880,2026-03-09,West,DS20,River,23025.44,22121.68,903.76,76.7,P411,1,Good,7.99,3.52,4068,22558.97,Maintenance
2881,2026-04-22,East,DS27,TreatmentPlant,155258.64,112182.01,43076.63,69.3,P866,3,Moderate,8.43,2.5,4216,28982.71,Normal
2882,2026-01-06,North,DS24,Reservoir,189318.29,128318.64,60999.65,30.0,P852,0,Excellent,6.88,0.91,4879,18510.76,Normal
2883,2026-01-30,South,DS10,River,26998.85,19299.02,7699.83,67.8,P470,2,Moderate,7.87,1.15,2208,25369.62,Normal
2884,2026-05-02,West,DS5,Reservoir,40446.11,38342.16,2103.95,36.1,P455,2,Excellent,7.13,2.16,3896,31812.61,Normal
2885,2026-05-25,West,DS18,Reservoir,100567.09,89608.1,10958.99,55.8,P348,1,Moderate,8.12,3.3,2766,78319.65,Normal
2886,2026-06-09,Central,DS16,TreatmentPlant,23636.05,20383.21,3252.84,64.2,P778,4,Moderate,6.75,8.54,2622,4867.61,Critical
2887,2026-05-09,North,DS25,River,64681.89,60254.29,4427.6,65.6,P443,4,Good,7.39,8.15,1923,39683.63,Normal
2888,2026-03-02,Central,DS8,TreatmentPlant,179348.03,168572.55,10775.48,33.9,P777,5,Good,7.44,3.58,1041,2965.19,Leakage
2889,2026-04-27,Central,DS24,Reservoir,44215.37,34701.66,9513.71,56.7,P457,4,Moderate,8.35,1.97,845,50405.76,Normal
2890,2026-02-21,West,DS8,TreatmentPlant,147853.71,119295.3,28558.41,24.0,P149,3,Poor,7.02,1.81,1538,13244.66,Maintenance
2891,2026-02-12,Central,DS22,TreatmentPlant,17545.11,17079.23,465.88,56.6,P464,4,Good,7.41,8.5,2324,52132.86,Critical
2892,2026-06-08,North,DS23,Reservoir,102464.88,81064.69,21400.19,73.3,P539,0,Poor,8.26,9.09,2435,52159.07,Normal
2893,2026-02-22,West,DS25,TreatmentPlant,42821.32,28857.33,13963.99,78.0,P775,2,Moderate,8.04,9.67,3137,91729.85,Normal
2894,2026-06-13,Central,DS26,Reservoir,176627.55,119199.07,57428.48,21.4,P176,4,Good,7.84,3.44,1010,49641.16,Critical
2895,2026-01-16,East,DS10,TreatmentPlant,119277.54,79524.86,39752.68,73.4,P716,2,Good,7.54,6.77,4654,54233.35,Maintenance
2896,2026-06-08,North,DS6,TreatmentPlant,58646.5,38301.45,20345.05,34.3,P384,4,Moderate,7.87,7.46,3328,66396.25,Critical
2897,2026-04-22,South,DS2,Reservoir,38015.59,24868.53,13147.06,55.5,P892,1,Good,6.75,6.04,657,75011.0,Critical
2898,2026-05-07,East,DS24,River,154633.09,151105.75,3527.34,24.1,P543,2,Excellent,8.38,9.52,1530,70218.85,Normal
2899,2026-06-14,East,DS12,Reservoir,69860.07,50166.3,19693.77,60.5,P749,5,Moderate,6.78,1.82,2233,87917.99,Normal
2900,2026-03-10,West,DS4,Groundwater,179756.27,135134.03,44622.24,46.5,P299,4,Excellent,7.05,8.37,1725,72091.51,Leakage
2901,2026-01-21,West,DS9,Groundwater,120373.18,81122.06,39251.12,71.9,P633,2,Moderate,6.94,5.58,1957,13126.73,Normal
2902,2026-02-27,West,DS4,TreatmentPlant,11599.5,8622.13,2977.37,74.2,P610,1,Poor,8.46,2.85,3696,48936.59,Normal
2903,2026-02-22,East,DS11,Reservoir,131419.86,108479.09,22940.77,27.3,P851,5,Moderate,8.24,2.74,1531,98618.26,Normal
2904,2026-04-10,South,DS5,TreatmentPlant,158266.0,142258.03,16007.97,24.1,P397,3,Excellent,7.37,4.44,720,7508.16,Normal
2905,2026-05-26,North,DS10,River,114566.53,81159.35,33407.18,32.1,P995,2,Poor,7.67,4.75,1107,14287.12,Maintenance
2906,2026-05-06,East,DS24,Groundwater,75163.19,55812.79,19350.4,68.8,P520,3,Moderate,7.17,4.91,526,75180.16,Normal
2907,2026-04-04,West,DS27,River,53961.33,46821.14,7140.19,30.8,P835,3,Good,8.4,9.46,976,91349.52,Leakage
2908,2026-01-27,West,DS20,TreatmentPlant,153620.07,133101.49,20518.58,67.1,P461,5,Excellent,7.8,5.09,3015,60737.81,Maintenance
2909,2026-03-13,West,DS9,River,133517.21,98442.82,35074.39,23.6,P228,0,Excellent,8.2,4.73,858,77052.62,Normal
2910,2026-01-12,North,DS24,TreatmentPlant,152080.62,109293.61,42787.01,63.3,P272,4,Moderate,7.05,9.85,4261,2763.85,Normal
2911,2026-04-28,East,DS12,TreatmentPlant,188744.93,142712.86,46032.07,30.6,P131,0,Moderate,8.08,6.46,2457,29786.2,Normal
2912,2026-01-12,North,DS17,Groundwater,123239.47,82644.61,40594.86,21.5,P474,5,Poor,7.08,6.17,3816,48404.27,Normal
2913,2026-04-19,East,DS14,TreatmentPlant,95562.08,79741.85,15820.23,57.4,P616,4,Poor,8.32,1.18,4970,93822.55,Normal
2914,2026-01-03,North,DS17,Groundwater,168398.4,126105.55,42292.85,34.7,P429,3,Good,6.84,2.99,4845,55479.91,Normal
2915,2026-03-25,West,DS2,Reservoir,31678.23,21748.82,9929.41,20.4,P364,2,Moderate,8.41,5.3,3864,47879.54,Normal
2916,2026-05-05,South,DS29,Reservoir,196845.02,168273.36,28571.66,58.2,P788,1,Excellent,7.47,2.93,3888,80863.01,Normal
2917,2026-03-30,West,DS4,TreatmentPlant,36688.42,28950.83,7737.59,25.5,P748,2,Moderate,7.06,9.22,2468,34039.88,Normal
2918,2026-05-12,South,DS13,TreatmentPlant,183987.98,130182.58,53805.4,31.3,P698,2,Moderate,7.24,7.67,2231,30752.38,Leakage
2919,2026-04-16,East,DS17,Groundwater,110300.02,74216.88,36083.14,30.3,P814,1,Poor,7.37,7.13,3014,90655.94,Normal
2920,2026-03-10,East,DS16,Reservoir,79170.8,68111.14,11059.66,32.5,P696,2,Excellent,7.88,8.04,2956,88077.3,Leakage
2921,2026-03-10,West,DS7,Reservoir,162629.2,126283.54,36345.66,33.5,P431,3,Good,8.15,7.29,4440,54400.94,Maintenance
2922,2026-03-08,North,DS29,Reservoir,197950.39,144925.8,53024.59,63.3,P530,2,Excellent,8.29,6.0,3563,32086.92,Normal
2923,2026-01-08,South,DS17,River,190406.65,128725.86,61680.79,29.1,P733,2,Poor,8.03,3.15,4083,67416.42,Maintenance
2924,2026-06-22,West,DS5,TreatmentPlant,167476.99,159122.98,8354.01,32.3,P988,5,Good,6.67,3.94,4809,24656.38,Normal
2925,2026-04-26,Central,DS22,Reservoir,145954.02,100707.79,45246.23,42.9,P202,0,Poor,7.8,6.92,2403,42595.71,Critical
2926,2026-06-22,South,DS14,Groundwater,75290.44,70267.79,5022.65,29.5,P159,4,Good,7.4,9.05,4069,99226.53,Normal
2927,2026-06-30,East,DS28,River,125613.03,122723.41,2889.62,33.0,P458,1,Good,8.15,7.4,1659,16598.18,Leakage
2928,2026-01-13,North,DS4,Groundwater,179925.17,160279.9,19645.27,61.9,P791,3,Moderate,6.67,2.64,2325,66569.5,Normal
2929,2026-01-31,Central,DS22,River,112724.8,100864.51,11860.29,33.1,P810,1,Excellent,7.49,4.04,4193,87484.41,Normal
2930,2026-05-23,West,DS21,TreatmentPlant,85212.49,61754.42,23458.07,52.2,P995,1,Excellent,7.95,5.34,3739,77229.84,Normal
2931,2026-06-02,West,DS20,Groundwater,97208.65,73476.69,23731.96,20.8,P326,3,Excellent,7.75,0.62,3901,32478.89,Normal
2932,2026-04-02,West,DS16,TreatmentPlant,34748.11,27701.27,7046.84,68.4,P873,2,Excellent,7.28,1.44,976,71589.07,Leakage
2933,2026-03-15,North,DS5,Groundwater,180257.53,147624.87,32632.66,64.4,P358,1,Moderate,6.86,3.41,4024,19751.7,Maintenance
2934,2026-02-22,South,DS14,TreatmentPlant,91582.98,61104.1,30478.88,60.8,P368,1,Excellent,7.58,1.23,3423,29815.64,Normal
2935,2026-03-19,North,DS23,Reservoir,15175.06,12918.07,2256.99,41.2,P114,1,Excellent,6.97,0.83,4807,26703.02,Normal
2936,2026-05-06,West,DS11,River,52457.15,34317.9,18139.25,68.2,P856,2,Good,8.17,1.74,4208,49487.65,Maintenance
2937,2026-03-13,Central,DS19,Groundwater,94786.2,74741.16,20045.04,28.7,P462,0,Good,6.85,4.09,4117,61879.51,Normal
2938,2026-01-04,Central,DS11,River,111931.83,93417.52,18514.31,29.8,P392,0,Poor,7.03,2.97,4949,1746.07,Normal
2939,2026-04-12,East,DS9,River,179482.52,169930.98,9551.54,50.4,P410,1,Good,6.8,6.46,3808,38364.95,Normal
2940,2026-03-21,Central,DS3,River,133816.34,101427.14,32389.2,47.5,P719,0,Moderate,6.67,0.98,4340,13794.19,Normal
2941,2026-02-26,North,DS10,TreatmentPlant,176220.31,127607.18,48613.13,40.1,P577,5,Good,7.44,2.0,1356,90103.79,Normal
2942,2026-02-17,South,DS13,Groundwater,15613.85,11591.56,4022.29,48.2,P142,3,Moderate,7.45,6.73,3015,3221.28,Normal
2943,2026-02-19,Central,DS11,Groundwater,68581.73,50649.74,17931.99,58.3,P545,5,Excellent,7.19,2.43,3925,33570.48,Leakage
2944,2026-05-09,North,DS11,TreatmentPlant,185033.72,170003.01,15030.71,53.8,P524,5,Poor,7.76,4.63,1171,28701.62,Normal
2945,2026-03-18,East,DS7,TreatmentPlant,119286.63,91209.12,28077.51,60.3,P625,5,Moderate,7.04,5.69,1333,77698.65,Normal
2946,2026-02-01,East,DS8,Groundwater,114046.83,79286.47,34760.36,53.2,P416,4,Excellent,8.15,2.61,505,26443.61,Leakage
2947,2026-06-29,Central,DS15,Reservoir,120324.39,111423.02,8901.37,49.3,P119,5,Moderate,8.04,6.61,1945,86273.35,Leakage
2948,2026-05-03,Central,DS3,Reservoir,100656.3,89582.35,11073.95,52.5,P590,0,Poor,7.15,7.31,4881,16067.0,Normal
2949,2026-01-19,Central,DS1,TreatmentPlant,139262.53,94743.57,44518.96,46.2,P209,4,Moderate,6.56,3.63,4167,67034.5,Normal
2950,2026-06-13,East,DS22,Reservoir,74500.56,50819.46,23681.1,30.2,P391,4,Excellent,7.11,0.41,4608,9996.39,Normal
2951,2026-06-07,West,DS24,River,100861.79,83542.21,17319.58,36.4,P352,5,Good,7.47,5.45,910,59907.81,Critical
2952,2026-03-31,North,DS24,River,117851.51,99672.69,18178.82,41.8,P659,5,Moderate,6.66,6.2,4915,13346.33,Maintenance
2953,2026-01-13,East,DS26,Reservoir,168861.63,160844.47,8017.16,70.8,P375,4,Moderate,7.74,5.25,648,58402.77,Leakage
2954,2026-01-23,East,DS6,River,124925.86,84976.53,39949.33,20.0,P487,3,Excellent,7.61,3.34,3570,22173.72,Normal
2955,2026-06-24,East,DS4,Groundwater,56120.07,52732.36,3387.71,76.6,P352,3,Excellent,7.09,1.5,660,98960.96,Normal
2956,2026-06-08,Central,DS2,River,110795.96,102343.48,8452.48,55.1,P734,0,Good,7.15,5.31,1011,5335.93,Leakage
2957,2026-03-14,Central,DS4,River,31590.37,26621.0,4969.37,27.1,P780,1,Poor,7.1,9.02,1117,50259.4,Normal
2958,2026-05-05,West,DS19,Groundwater,33805.48,28946.3,4859.18,27.7,P691,2,Good,7.98,0.47,4779,20179.2,Normal
2959,2026-01-29,North,DS2,River,135136.39,124436.94,10699.45,57.8,P115,1,Good,7.74,1.44,807,86778.04,Normal
2960,2026-03-18,North,DS21,Groundwater,94483.91,66816.77,27667.14,76.2,P783,0,Excellent,8.4,2.04,2246,68343.99,Normal
2961,2026-06-15,North,DS16,Reservoir,50627.17,44267.58,6359.59,48.5,P278,0,Poor,6.59,0.95,4958,43150.11,Normal
2962,2026-05-11,West,DS7,TreatmentPlant,148845.7,127689.07,21156.63,47.3,P867,2,Excellent,6.94,6.57,2783,44614.21,Normal
2963,2026-02-14,West,DS20,Groundwater,70869.38,46640.77,24228.61,28.5,P907,1,Moderate,7.69,1.22,1372,58228.74,Leakage
2964,2026-06-19,North,DS5,Reservoir,139043.63,123305.23,15738.4,37.5,P481,2,Poor,8.05,9.56,1671,67260.0,Maintenance
2965,2026-06-21,South,DS18,Reservoir,132200.23,116866.54,15333.69,22.9,P803,5,Poor,8.17,3.45,901,77672.15,Normal
2966,2026-03-26,South,DS1,Groundwater,123352.14,109967.67,13384.47,54.5,P194,1,Poor,7.74,2.46,4309,30370.18,Normal
2967,2026-05-19,Central,DS17,Groundwater,116789.29,92163.24,24626.05,78.3,P525,2,Good,6.75,6.07,2372,70053.29,Normal
2968,2026-02-24,South,DS4,Groundwater,37738.03,32192.65,5545.38,22.5,P503,4,Excellent,6.66,2.6,3262,61496.55,Normal
2969,2026-04-14,East,DS15,River,154034.46,141975.41,12059.05,67.7,P689,1,Good,6.63,9.35,1617,2853.19,Normal
2970,2026-01-20,Central,DS1,Groundwater,94148.94,75954.94,18194.0,65.5,P211,4,Moderate,6.95,2.1,4110,52964.68,Normal
2971,2026-04-13,West,DS21,TreatmentPlant,33277.05,26529.84,6747.21,52.6,P150,3,Excellent,6.89,3.41,4895,70816.75,Normal
2972,2026-03-03,North,DS29,TreatmentPlant,183367.4,177146.93,6220.47,48.2,P905,3,Moderate,6.58,7.23,2664,4884.18,Normal
2973,2026-01-26,East,DS24,Reservoir,175076.87,159702.47,15374.4,41.2,P517,5,Good,7.27,6.11,2777,26893.09,Leakage
2974,2026-02-15,South,DS21,River,120974.76,94371.79,26602.97,75.1,P168,3,Poor,7.63,9.72,3313,68941.73,Normal
2975,2026-06-23,West,DS10,TreatmentPlant,163442.14,156312.79,7129.35,62.4,P716,5,Moderate,7.46,3.62,1007,58601.0,Normal
2976,2026-04-17,East,DS17,Groundwater,123757.77,92701.01,31056.76,30.9,P681,0,Good,7.63,8.39,4653,36621.75,Normal
2977,2026-04-19,South,DS15,River,134151.23,124910.88,9240.35,58.2,P484,1,Poor,7.82,8.63,4386,62344.71,Normal
2978,2026-03-15,Central,DS11,River,111417.91,86309.01,25108.9,59.1,P202,0,Excellent,6.8,5.0,1186,74549.18,Normal
2979,2026-02-24,Central,DS26,TreatmentPlant,71857.77,70326.26,1531.51,60.1,P614,0,Excellent,7.42,5.62,2573,30838.48,Leakage
2980,2026-04-28,South,DS7,Groundwater,123263.13,80288.67,42974.46,62.4,P282,4,Poor,7.79,4.75,2114,39066.91,Normal
2981,2026-05-30,West,DS13,Reservoir,24747.12,17831.37,6915.75,43.0,P817,2,Good,7.35,7.23,2415,99699.53,Maintenance
2982,2026-03-16,Central,DS3,Groundwater,148605.81,97779.59,50826.22,43.9,P686,3,Moderate,7.4,9.72,4771,86041.91,Normal
2983,2026-01-04,East,DS8,Groundwater,47777.11,45096.49,2680.62,23.6,P584,2,Poor,7.7,9.47,4636,69867.08,Maintenance
2984,2026-04-29,East,DS1,TreatmentPlant,130709.0,111316.93,19392.07,62.6,P670,2,Good,7.17,6.47,2365,94444.87,Normal
2985,2026-06-26,South,DS11,TreatmentPlant,83155.01,57097.32,26057.69,58.8,P307,2,Excellent,7.24,3.4,931,33002.48,Normal
2986,2026-01-02,West,DS11,River,179125.78,153573.01,25552.77,34.0,P262,0,Moderate,8.49,1.27,2969,8160.04,Normal
2987,2026-02-11,East,DS19,Reservoir,37759.51,25613.82,12145.69,51.6,P862,3,Excellent,7.16,2.2,1115,14714.5,Normal
2988,2026-06-10,South,DS16,Groundwater,43880.19,29576.26,14303.93,46.0,P141,0,Excellent,7.07,8.78,897,54682.49,Leakage
2989,2026-06-21,South,DS28,TreatmentPlant,189938.52,171282.24,18656.28,26.7,P844,4,Poor,7.17,6.52,2678,71657.31,Maintenance
2990,2026-02-07,South,DS19,TreatmentPlant,164501.86,143828.91,20672.95,45.9,P119,3,Moderate,8.33,7.32,2155,48888.99,Normal
2991,2026-03-02,East,DS12,Reservoir,83000.62,67658.82,15341.8,78.6,P436,1,Good,7.43,5.59,2098,96162.98,Critical
2992,2026-02-27,West,DS13,River,65405.94,49044.27,16361.67,34.3,P151,3,Moderate,7.7,6.93,3034,31964.63,Leakage
2993,2026-04-12,West,DS12,Reservoir,135747.73,102062.04,33685.69,67.2,P185,3,Excellent,7.41,2.8,2539,47829.07,Critical
2994,2026-06-02,Central,DS6,TreatmentPlant,131848.91,107696.27,24152.64,42.3,P284,0,Excellent,8.46,1.78,2922,59586.25,Critical
2995,2026-02-20,Central,DS9,TreatmentPlant,84849.21,78110.96,6738.25,70.8,P778,3,Excellent,7.4,9.46,4504,42907.98,Maintenance
2996,2026-06-22,Central,DS23,Groundwater,100758.66,91279.96,9478.7,55.2,P796,3,Moderate,7.84,1.21,4868,45166.35,Maintenance
2997,2026-04-05,Central,DS19,Groundwater,51315.18,49543.26,1771.92,62.4,P852,1,Excellent,6.64,1.94,4512,82326.6,Maintenance
2998,2026-04-29,West,DS16,Reservoir,107171.22,100759.69,6411.53,30.8,P300,1,Excellent,7.4,2.21,4453,51679.01,Normal
2999,2026-03-14,Central,DS22,Groundwater,187912.95,126221.61,61691.34,69.1,P716,2,Good,7.52,4.0,4605,15207.97,Leakage
3000,2026-06-30,Central,DS13,Reservoir,12500.93,8334.59,4166.34,63.2,P174,2,Excellent,7.26,1.53,4518,30822.23,Normal
3001,2026-04-25,East,DS18,River,36856.34,25492.36,11363.98,55.6,P323,2,Moderate,7.16,5.69,4340,75520.74,Leakage
3002,2026-04-24,Central,DS10,Reservoir,165348.82,135506.01,29842.81,23.1,P610,2,Good,7.83,8.75,695,59833.73,Normal
3003,2026-03-17,West,DS28,Groundwater,189737.6,178096.26,11641.34,47.3,P601,3,Poor,8.09,1.41,3487,71093.21,Normal
3004,2026-06-30,West,DS6,Reservoir,104304.8,85786.02,18518.78,73.7,P949,2,Good,7.61,8.77,701,20107.6,Normal
3005,2026-06-29,West,DS4,TreatmentPlant,10137.32,8176.87,1960.45,23.9,P590,4,Moderate,8.22,5.96,2029,30463.67,Leakage
3006,2026-05-20,South,DS27,Reservoir,118123.27,89429.37,28693.9,30.3,P852,4,Excellent,7.95,6.03,4918,34926.31,Normal
3007,2026-06-14,East,DS1,Reservoir,123547.43,81817.16,41730.27,23.4,P316,0,Poor,8.06,4.04,4201,50577.49,Normal
3008,2026-04-08,West,DS20,Groundwater,160665.14,117871.15,42793.99,35.8,P997,2,Good,7.13,6.59,3606,55680.54,Normal
3009,2026-05-02,West,DS20,TreatmentPlant,42501.38,41053.65,1447.73,67.0,P289,4,Excellent,7.83,8.99,3513,27489.47,Normal
3010,2026-04-18,West,DS3,TreatmentPlant,174569.33,170719.27,3850.06,34.4,P880,3,Good,7.14,8.72,1955,86322.32,Normal
3011,2026-05-01,East,DS26,Groundwater,88049.48,61234.13,26815.35,60.6,P588,3,Excellent,8.28,5.14,3681,80769.9,Normal
3012,2026-03-04,North,DS3,Groundwater,47619.01,38274.82,9344.19,42.4,P256,5,Excellent,8.07,3.55,4286,96634.27,Maintenance
3013,2026-02-20,Central,DS19,Groundwater,26069.98,19274.23,6795.75,29.0,P164,0,Good,8.5,8.54,737,45560.47,Critical
3014,2026-06-16,Central,DS9,Reservoir,143490.44,122733.33,20757.11,25.0,P870,5,Moderate,7.63,2.55,1986,28607.73,Normal
3015,2026-02-27,Central,DS2,Groundwater,144680.0,136823.38,7856.62,20.1,P889,0,Excellent,6.51,6.15,4805,18412.6,Normal
3016,2026-01-13,South,DS13,Reservoir,31978.03,25766.3,6211.73,43.8,P341,1,Excellent,7.78,1.88,1385,46368.94,Leakage
3017,2026-04-04,North,DS9,TreatmentPlant,76997.83,62822.39,14175.44,27.9,P998,4,Good,7.99,2.95,2976,92738.39,Normal
3018,2026-06-22,Central,DS14,TreatmentPlant,90091.03,83057.46,7033.57,72.7,P288,1,Poor,8.37,0.21,4238,52899.31,Normal
3019,2026-01-29,North,DS20,TreatmentPlant,116237.82,83017.49,33220.33,78.1,P436,2,Good,8.2,7.06,3251,28594.92,Critical
3020,2026-03-03,Central,DS25,Reservoir,68754.52,65596.89,3157.63,35.5,P823,1,Excellent,7.56,0.22,4041,64190.37,Normal
3021,2026-05-16,West,DS23,Groundwater,169489.0,131425.82,38063.18,26.2,P227,1,Poor,7.39,0.46,1254,93352.89,Normal
3022,2026-01-05,North,DS12,TreatmentPlant,74040.46,68692.23,5348.23,40.7,P883,3,Moderate,8.49,0.97,1621,38482.38,Critical
3023,2026-02-25,South,DS17,River,26547.55,25104.69,1442.86,32.0,P224,0,Moderate,7.44,7.4,1067,31089.68,Normal
3024,2026-02-08,South,DS3,River,33687.03,29356.95,4330.08,58.2,P752,4,Excellent,8.09,5.08,551,45312.3,Normal
3025,2026-03-10,East,DS30,River,79571.24,67849.06,11722.18,61.4,P631,5,Good,7.68,6.29,4423,70280.51,Maintenance
3026,2026-06-27,Central,DS25,River,13127.45,12831.56,295.89,64.5,P132,3,Good,7.37,7.33,1672,40583.22,Normal
3027,2026-05-09,South,DS20,River,142258.39,119028.67,23229.72,25.3,P391,1,Excellent,6.73,8.41,2888,51864.81,Normal
3028,2026-01-19,Central,DS20,River,44200.54,30626.64,13573.9,64.1,P501,2,Good,7.07,0.75,3985,65426.06,Normal
3029,2026-04-06,North,DS18,TreatmentPlant,94715.58,90450.91,4264.67,60.8,P781,1,Poor,7.19,9.28,2729,84449.68,Maintenance
3030,2026-05-14,East,DS22,Reservoir,79330.57,58001.58,21328.99,23.3,P416,3,Moderate,6.79,1.4,3853,88538.78,Leakage
3031,2026-04-02,South,DS18,Groundwater,174102.76,139801.63,34301.13,22.6,P398,0,Good,6.81,5.06,2856,29695.21,Normal
3032,2026-03-03,South,DS6,Reservoir,111580.03,101453.5,10126.53,24.6,P184,5,Poor,7.65,4.16,1708,40612.58,Normal
